Query ID: 1 ; Query: coronavirus origin
Top 8 -> Document ID: 5g2hnk1x ; Score: 0.9557105326814622
Top 9 -> Document ID: 8cixsjrf ; Score: 0.9252180529130642
Top 10 -> Document ID: gnxbfcod ; Score: 0.9157456303024949
Top 11 -> Document ID: ssa59gng ; Score: 0.9020722725743043
Top 12 -> Document ID: sprvon1t ; Score: 0.9018898705587598
Top 13 -> Document ID: knv0zd26 ; Score: 0.8984960031725828
Top 14 -> Document ID: hrb0shhg ; Score: 0.8960299413293871
Top 15 -> Document ID: 08ds967z ; Score: 0.8945848284934468
Top 16 -> Document ID: 9ai2bmqp ; Score: 0.8928081539967467
Top 17 -> Document ID: m7eonmga ; Score: 0.8921939372532609
Top 18 -> Document ID: kwq2y3il ; Score: 0.891952406171658
Top 19 -> Document ID: jp8y1owf ; Score: 0.8897618662367238
Top 20 -> Document ID: v08cs51n ; Score: 0.8875892048289348
Top 21 -> Document ID: yo5ojr0s ; Score: 0.8852307799330277
Top 22 -> Document ID: 0y8lfjkx ; Score: 0.8798807652625965
Top 23 -> Document ID: 57zdu3o2 ; Score: 0.8745262906190224
Top 24 -> Document ID: xdg5mkum ; Score: 0.8745087001868596
Top 25 -> Document ID: y4n1gqeb ; Score: 0.8738817164354978
Top 26 -> Document ID: a2x1hvkk ; Score: 0.8729536972004194
Top 27 -> Document ID: iusv19qd ; Score: 0.8716075735617093
Top 28 -> Document ID: 0dac26xk ; Score: 0.8714861813737634
Top 29 -> Document ID: t1iuhx3a ; Score: 0.864581001976455
Top 30 -> Document ID: ne5r4d4b ; Score: 0.8636841640908111
Top 31 -> Document ID: qp13h0un ; Score: 0.8589653441876023
Top 32 -> Document ID: i6um5iu2 ; Score: 0.8586209327420993
Top 33 -> Document ID: t1qbg7bj ; Score: 0.855329358611451
Top 34 -> Document ID: 7ve9gs2a ; Score: 0.8551214758146606
Top 35 -> Document ID: 79v0hdi9 ; Score: 0.8529113078447831
Top 36 -> Document ID: stnjl8f8 ; Score: 0.8493968480855675
Top 37 -> Document ID: gbyyehbu ; Score: 0.8452365911539063
Top 38 -> Document ID: paikguqy ; Score: 0.8413249873557833
Top 39 -> Document ID: fjsrg656 ; Score: 0.8379716333023508
Top 40 -> Document ID: dopa8hxy ; Score: 0.8378719220704914
Top 41 -> Document ID: gl65i3s0 ; Score: 0.8376916593498348
Top 42 -> Document ID: klesewbt ; Score: 0.8363929389840573
Top 43 -> Document ID: utn21ce1 ; Score: 0.8355362441353616
Top 44 -> Document ID: ipoj13va ; Score: 0.8278682360829872
Top 45 -> Document ID: a3groawt ; Score: 0.8254423693868924
Top 46 -> Document ID: 944w4qgq ; Score: 0.8251813872424948
Top 47 -> Document ID: nc05llre ; Score: 0.8233067097371966
Top 48 -> Document ID: ubg3mj4u ; Score: 0.8232114330976846
Top 49 -> Document ID: i98p6e8q ; Score: 0.8216552309289848
Top 50 -> Document ID: 80dfqjql ; Score: 0.8191851325210237
Query ID: 26 ; Query: coronavirus early symptoms
Top 1 -> Document ID: rzmomxli ; Score: 0.8143657324533192
Top 2 -> Document ID: bfw8ys04 ; Score: 0.7319473202110658
Top 3 -> Document ID: 168onmwf ; Score: 0.7267319984235379
Top 4 -> Document ID: 5tb29n9s ; Score: 0.6576574576483203
Top 5 -> Document ID: e29of29o ; Score: 0.6465106956312239
Top 6 -> Document ID: lwpzlhw2 ; Score: 0.6460996346121615
Top 7 -> Document ID: x6bryq9d ; Score: 0.6424559968504036
Top 8 -> Document ID: hrb0shhg ; Score: 0.6416036532024926
Top 9 -> Document ID: aeogp8c7 ; Score: 0.6383115118284525
Top 10 -> Document ID: t33cp9li ; Score: 0.6379352140044227
Top 11 -> Document ID: 602a2xdn ; Score: 0.6319133391148875
Top 12 -> Document ID: d2knbzhl ; Score: 0.6317289030375837
Top 13 -> Document ID: 81knkem4 ; Score: 0.6266294451017075
Top 14 -> Document ID: teywszlm ; Score: 0.6250431047361571
Top 15 -> Document ID: yo5ojr0s ; Score: 0.6230680125042174
Top 16 -> Document ID: 5g2hnk1x ; Score: 0.6190570434418339
Top 17 -> Document ID: 90tccg03 ; Score: 0.6140806574114892
Top 18 -> Document ID: 1frc4zya ; Score: 0.6050933922207753
Top 19 -> Document ID: xdnv15ne ; Score: 0.5986224008745922
Top 20 -> Document ID: gnxbfcod ; Score: 0.593169964182856
Top 21 -> Document ID: q41elfwt ; Score: 0.5894506362789014
Top 22 -> Document ID: 5xmkhx1m ; Score: 0.5890418893584416
Top 23 -> Document ID: s3v5s1ug ; Score: 0.5884595848508276
Top 24 -> Document ID: 80dfqjql ; Score: 0.5865788066131657
Top 25 -> Document ID: ssa59gng ; Score: 0.5843131104392993
Top 26 -> Document ID: sprvon1t ; Score: 0.5841949603838176
Top 27 -> Document ID: knv0zd26 ; Score: 0.5819965986015889
Top 28 -> Document ID: 3ahp9tli ; Score: 0.5802832440178833
Top 29 -> Document ID: 08ds967z ; Score: 0.579463153431264
Top 30 -> Document ID: 9ai2bmqp ; Score: 0.5783123208062434
Top 31 -> Document ID: m7eonmga ; Score: 0.5779144647732163
Top 32 -> Document ID: kwq2y3il ; Score: 0.5777580141407671
Top 33 -> Document ID: jp8y1owf ; Score: 0.5763391021069562
Top 34 -> Document ID: 1x8xad4s ; Score: 0.5755032416260156
Top 35 -> Document ID: v08cs51n ; Score: 0.5749317708057803
Top 36 -> Document ID: dgi4ibym ; Score: 0.5727520992107595
Top 37 -> Document ID: tkzpavwd ; Score: 0.5721411425939839
Top 38 -> Document ID: 497z31h6 ; Score: 0.5702560453234116
Top 39 -> Document ID: 0y8lfjkx ; Score: 0.5699386650019773
Top 40 -> Document ID: 57zdu3o2 ; Score: 0.5664703290062078
Top 41 -> Document ID: xdg5mkum ; Score: 0.5664589348857547
Top 42 -> Document ID: y4n1gqeb ; Score: 0.5660528090828769
Top 43 -> Document ID: a2x1hvkk ; Score: 0.5654516889484017
Top 44 -> Document ID: iusv19qd ; Score: 0.5645797436350557
Top 45 -> Document ID: 0dac26xk ; Score: 0.5645011124110638
Top 46 -> Document ID: i6xzyy6h ; Score: 0.5639216320829405
Top 47 -> Document ID: psog34u3 ; Score: 0.5620741066898995
Top 48 -> Document ID: owhx6k4t ; Score: 0.560307732875877
Top 49 -> Document ID: t1iuhx3a ; Score: 0.5600283146381444
Top 50 -> Document ID: ne5r4d4b ; Score: 0.5594473920774443
Query ID: 27 ; Query: coronavirus asymptomatic
Top 1 -> Document ID: pgn7tm8f ; Score: 0.45364849064206636
Top 2 -> Document ID: 90tccg03 ; Score: 0.4030958359361225
Top 3 -> Document ID: 5tb29n9s ; Score: 0.39645394603223466
Top 4 -> Document ID: fjnhoai4 ; Score: 0.36981276209764724
Top 5 -> Document ID: 6qsk6mij ; Score: 0.36980218686538185
Top 6 -> Document ID: lwpzlhw2 ; Score: 0.36596486264572997
Top 7 -> Document ID: x6bryq9d ; Score: 0.3639010270984262
Top 8 -> Document ID: aeogp8c7 ; Score: 0.36155350078740134
Top 9 -> Document ID: 602a2xdn ; Score: 0.3579294368305953
Top 10 -> Document ID: d2knbzhl ; Score: 0.3578249682315101
Top 11 -> Document ID: kwq2y3il ; Score: 0.3555989951262127
Top 12 -> Document ID: 81knkem4 ; Score: 0.35493652452546953
Top 13 -> Document ID: 5g2hnk1x ; Score: 0.3506473517959145
Top 14 -> Document ID: atnz63pk ; Score: 0.3419173407006076
Top 15 -> Document ID: gnxbfcod ; Score: 0.33598434798382004
Top 16 -> Document ID: ssa59gng ; Score: 0.3309676337030889
Top 17 -> Document ID: sprvon1t ; Score: 0.3309007109461183
Top 18 -> Document ID: knv0zd26 ; Score: 0.3296555110967763
Top 19 -> Document ID: hrb0shhg ; Score: 0.32875072034150926
Top 20 -> Document ID: 08ds967z ; Score: 0.3282205127403154
Top 21 -> Document ID: 9ai2bmqp ; Score: 0.32756865615197867
Top 22 -> Document ID: m7eonmga ; Score: 0.3273433018557068
Top 23 -> Document ID: jp8y1owf ; Score: 0.3264509822336393
Top 24 -> Document ID: v08cs51n ; Score: 0.32565383922543895
Top 25 -> Document ID: yo5ojr0s ; Score: 0.3247885401459791
Top 26 -> Document ID: 0y8lfjkx ; Score: 0.3228256356763668
Top 27 -> Document ID: 57zdu3o2 ; Score: 0.320861094855874
Top 28 -> Document ID: xdg5mkum ; Score: 0.3208546409786341
Top 29 -> Document ID: y4n1gqeb ; Score: 0.32062460250514646
Top 30 -> Document ID: a2x1hvkk ; Score: 0.3202841150080767
Top 31 -> Document ID: iusv19qd ; Score: 0.31979022624891523
Top 32 -> Document ID: 0dac26xk ; Score: 0.31974568781622426
Top 33 -> Document ID: t1iuhx3a ; Score: 0.31721219803396933
Top 34 -> Document ID: ne5r4d4b ; Score: 0.31688315088126195
Top 35 -> Document ID: qp13h0un ; Score: 0.3151518298943314
Top 36 -> Document ID: i6um5iu2 ; Score: 0.3150254663593863
Top 37 -> Document ID: t1qbg7bj ; Score: 0.31381779760123896
Top 38 -> Document ID: 7ve9gs2a ; Score: 0.3137415260214187
Top 39 -> Document ID: 79v0hdi9 ; Score: 0.3129306219671468
Top 40 -> Document ID: stnjl8f8 ; Score: 0.3116411771348244
Top 41 -> Document ID: gbyyehbu ; Score: 0.3101147912407769
Top 42 -> Document ID: 50zrnau8 ; Score: 0.3094796048077777
Top 43 -> Document ID: paikguqy ; Score: 0.3086796354418361
Top 44 -> Document ID: fjsrg656 ; Score: 0.307449299813776
Top 45 -> Document ID: dopa8hxy ; Score: 0.3074127160593858
Top 46 -> Document ID: gl65i3s0 ; Score: 0.3073465782033465
Top 47 -> Document ID: klesewbt ; Score: 0.3068700815640287
Top 48 -> Document ID: utn21ce1 ; Score: 0.30655576277217705
Top 49 -> Document ID: ipoj13va ; Score: 0.30374239342531956
Top 50 -> Document ID: a3groawt ; Score: 0.30285235014996825
Query ID: 28 ; Query: coronavirus hydroxychloroquine
Top 1 -> Document ID: 5tb29n9s ; Score: 0.20625409148972892
Top 2 -> Document ID: lwpzlhw2 ; Score: 0.20262933476843173
Top 3 -> Document ID: x6bryq9d ; Score: 0.20148661953342722
Top 4 -> Document ID: aeogp8c7 ; Score: 0.2001868289160563
Top 5 -> Document ID: 602a2xdn ; Score: 0.19818023827394665
Top 6 -> Document ID: d2knbzhl ; Score: 0.19812239555488398
Top 7 -> Document ID: 81knkem4 ; Score: 0.19652310697171296
Top 8 -> Document ID: 5g2hnk1x ; Score: 0.1941482554337445
Top 9 -> Document ID: gnxbfcod ; Score: 0.18602956697094558
Top 10 -> Document ID: ssa59gng ; Score: 0.1832518864305821
Top 11 -> Document ID: sprvon1t ; Score: 0.18321483228929705
Top 12 -> Document ID: knv0zd26 ; Score: 0.18252538353921266
Top 13 -> Document ID: hrb0shhg ; Score: 0.1820244142726034
Top 14 -> Document ID: 08ds967z ; Score: 0.1817308461613307
Top 15 -> Document ID: 9ai2bmqp ; Score: 0.18136992280408765
Top 16 -> Document ID: m7eonmga ; Score: 0.18124514746142045
Top 17 -> Document ID: kwq2y3il ; Score: 0.18119608151883357
Top 18 -> Document ID: jp8y1owf ; Score: 0.18075108327691594
Top 19 -> Document ID: v08cs51n ; Score: 0.1803097169766127
Top 20 -> Document ID: yo5ojr0s ; Score: 0.17983061366713343
Top 21 -> Document ID: 0y8lfjkx ; Score: 0.1787437824778874
Top 22 -> Document ID: 57zdu3o2 ; Score: 0.1776560452653473
Top 23 -> Document ID: xdg5mkum ; Score: 0.17765247184892052
Top 24 -> Document ID: y4n1gqeb ; Score: 0.1775251029465703
Top 25 -> Document ID: a2x1hvkk ; Score: 0.17733658005251585
Top 26 -> Document ID: iusv19qd ; Score: 0.17706312114721276
Top 27 -> Document ID: 0dac26xk ; Score: 0.17703846087539715
Top 28 -> Document ID: t1iuhx3a ; Score: 0.175635705032911
Top 29 -> Document ID: ne5r4d4b ; Score: 0.17545351648841928
Top 30 -> Document ID: qp13h0un ; Score: 0.17449490965027598
Top 31 -> Document ID: i6um5iu2 ; Score: 0.17442494402887782
Top 32 -> Document ID: t1qbg7bj ; Score: 0.1737562756892047
Top 33 -> Document ID: 7ve9gs2a ; Score: 0.1737140452429018
Top 34 -> Document ID: 79v0hdi9 ; Score: 0.173265059654804
Top 35 -> Document ID: stnjl8f8 ; Score: 0.1725511131116709
Top 36 -> Document ID: gbyyehbu ; Score: 0.17170597580511432
Top 37 -> Document ID: sdij1d90 ; Score: 0.17110924952058054
Top 38 -> Document ID: paikguqy ; Score: 0.17091135125365853
Top 39 -> Document ID: fjsrg656 ; Score: 0.17023013260317557
Top 40 -> Document ID: dopa8hxy ; Score: 0.17020987671914936
Top 41 -> Document ID: gl65i3s0 ; Score: 0.17017325716590762
Top 42 -> Document ID: klesewbt ; Score: 0.16990942802027234
Top 43 -> Document ID: utn21ce1 ; Score: 0.16973539435147236
Top 44 -> Document ID: ipoj13va ; Score: 0.16817767333123476
Top 45 -> Document ID: a3groawt ; Score: 0.16768486952625816
Top 46 -> Document ID: 944w4qgq ; Score: 0.16763185218857957
Top 47 -> Document ID: nc05llre ; Score: 0.16725101996510983
Top 48 -> Document ID: ubg3mj4u ; Score: 0.1672316649483843
Top 49 -> Document ID: i98p6e8q ; Score: 0.1669155295435483
Top 50 -> Document ID: 80dfqjql ; Score: 0.16641374026713443
Query ID: 29 ; Query: coronavirus drug repurposing
Top 1 -> Document ID: b4mdiont ; Score: 0.7155638313273397
Top 2 -> Document ID: 4yuw7jo3 ; Score: 0.6706246357469434
Top 3 -> Document ID: r5p5helx ; Score: 0.6278538831636096
Top 4 -> Document ID: a1p1nopl ; Score: 0.5655638797902833
Top 5 -> Document ID: 4h73lukj ; Score: 0.544460936285489
Top 6 -> Document ID: j5nmifhj ; Score: 0.5420402103774339
Top 7 -> Document ID: 79v0hdi9 ; Score: 0.5418694804743297
Top 8 -> Document ID: r4snyxr9 ; Score: 0.5390584697558077
Top 9 -> Document ID: 7jhjlxtf ; Score: 0.5268866768660649
Top 10 -> Document ID: z0qzgu5m ; Score: 0.5198111709329223
Top 11 -> Document ID: d9v8qo7v ; Score: 0.5132676982041517
Top 12 -> Document ID: w3045qsc ; Score: 0.4906798329095387
Top 13 -> Document ID: hyihoelf ; Score: 0.4881568801951413
Top 14 -> Document ID: stnjl8f8 ; Score: 0.4849437998088796
Top 15 -> Document ID: fuljgago ; Score: 0.47990144729487016
Top 16 -> Document ID: 1b3x7p6u ; Score: 0.4716621064786389
Top 17 -> Document ID: n2tckfjq ; Score: 0.45933068106550823
Top 18 -> Document ID: 1r1rjw66 ; Score: 0.45365365036524596
Top 19 -> Document ID: w6bk2x1n ; Score: 0.4499371855578129
Top 20 -> Document ID: 7hoiaze2 ; Score: 0.43951728795211153
Top 21 -> Document ID: nc05llre ; Score: 0.4289745318523309
Top 22 -> Document ID: 5tb29n9s ; Score: 0.42378714898679
Top 23 -> Document ID: lwpzlhw2 ; Score: 0.41633941640803657
Top 24 -> Document ID: x6bryq9d ; Score: 0.41399149677139535
Top 25 -> Document ID: aeogp8c7 ; Score: 0.4113208367324267
Top 26 -> Document ID: 602a2xdn ; Score: 0.40719792541822586
Top 27 -> Document ID: d2knbzhl ; Score: 0.4070790768619419
Top 28 -> Document ID: d4loia11 ; Score: 0.4062162918498089
Top 29 -> Document ID: sbs9umml ; Score: 0.40478514003319294
Top 30 -> Document ID: 81knkem4 ; Score: 0.40379304290172385
Top 31 -> Document ID: yev38f0k ; Score: 0.39958143997638707
Top 32 -> Document ID: 5g2hnk1x ; Score: 0.39891347151832335
Top 33 -> Document ID: hbv49e01 ; Score: 0.39584678061193007
Top 34 -> Document ID: ng6h4l3m ; Score: 0.3918446867862623
Top 35 -> Document ID: 5f95gve3 ; Score: 0.3879760919370087
Top 36 -> Document ID: 6y9n69g5 ; Score: 0.3829943094128184
Top 37 -> Document ID: gnxbfcod ; Score: 0.3822321256487175
Top 38 -> Document ID: o8j17zzs ; Score: 0.38157443304937266
Top 39 -> Document ID: b4u63jgo ; Score: 0.37871483029229397
Top 40 -> Document ID: pgiqxd7v ; Score: 0.3771795685786247
Top 41 -> Document ID: ssa59gng ; Score: 0.376524867632673
Top 42 -> Document ID: sprvon1t ; Score: 0.3764487330513907
Top 43 -> Document ID: 0j8rvapz ; Score: 0.37626436165297755
Top 44 -> Document ID: 8dbenul1 ; Score: 0.37610642765680197
Top 45 -> Document ID: knv0zd26 ; Score: 0.37503213317664186
Top 46 -> Document ID: hrb0shhg ; Score: 0.37400279923377117
Top 47 -> Document ID: 08ds967z ; Score: 0.37339960929455057
Top 48 -> Document ID: 9ai2bmqp ; Score: 0.37265802555449473
Top 49 -> Document ID: 1qniriu0 ; Score: 0.37245695877660934
Top 50 -> Document ID: m7eonmga ; Score: 0.3724016515531314
Query ID: 30 ; Query: coronavirus remdesivir
Top 1 -> Document ID: 5tb29n9s ; Score: 1.0473781002499383
Top 2 -> Document ID: lwpzlhw2 ; Score: 1.0289712372335529
Top 3 -> Document ID: x6bryq9d ; Score: 1.0231684194406012
Top 4 -> Document ID: aeogp8c7 ; Score: 1.0165679577590327
Top 5 -> Document ID: 602a2xdn ; Score: 1.0063782976192883
Top 6 -> Document ID: d2knbzhl ; Score: 1.0060845667324605
Top 7 -> Document ID: 81knkem4 ; Score: 0.9979632255949613
Top 8 -> Document ID: 5g2hnk1x ; Score: 0.9859035012314477
Top 9 -> Document ID: gnxbfcod ; Score: 0.9446760209072046
Top 10 -> Document ID: ssa59gng ; Score: 0.9305706921524923
Top 11 -> Document ID: sprvon1t ; Score: 0.9303825276616684
Top 12 -> Document ID: knv0zd26 ; Score: 0.926881440643867
Top 13 -> Document ID: hrb0shhg ; Score: 0.9243374705584497
Top 14 -> Document ID: 08ds967z ; Score: 0.922846703473744
Top 15 -> Document ID: x50tvq3a ; Score: 0.9221349335421034
Top 16 -> Document ID: 9ai2bmqp ; Score: 0.9210138999762973
Top 17 -> Document ID: m7eonmga ; Score: 0.9203802787937216
Top 18 -> Document ID: kwq2y3il ; Score: 0.9201311172213987
Top 19 -> Document ID: jp8y1owf ; Score: 0.9178713733788991
Top 20 -> Document ID: v08cs51n ; Score: 0.9156300728849937
Top 21 -> Document ID: yo5ojr0s ; Score: 0.9131971402314815
Top 22 -> Document ID: 0y8lfjkx ; Score: 0.9076781069940653
Top 23 -> Document ID: 57zdu3o2 ; Score: 0.9021544728832814
Top 24 -> Document ID: xdg5mkum ; Score: 0.902136326731215
Top 25 -> Document ID: y4n1gqeb ; Score: 0.9014895352032946
Top 26 -> Document ID: a2x1hvkk ; Score: 0.9005321978278166
Top 27 -> Document ID: iusv19qd ; Score: 0.8991435472237773
Top 28 -> Document ID: 0dac26xk ; Score: 0.899018319993329
Top 29 -> Document ID: t1iuhx3a ; Score: 0.8918949910023461
Top 30 -> Document ID: ne5r4d4b ; Score: 0.8909698200627599
Top 31 -> Document ID: qp13h0un ; Score: 0.8861019224042491
Top 32 -> Document ID: i6um5iu2 ; Score: 0.8857466302541951
Top 33 -> Document ID: t1qbg7bj ; Score: 0.8823510681577266
Top 34 -> Document ID: 7ve9gs2a ; Score: 0.8821366178925124
Top 35 -> Document ID: 79v0hdi9 ; Score: 0.8798566259228748
Top 36 -> Document ID: stnjl8f8 ; Score: 0.87623113675742
Top 37 -> Document ID: gbyyehbu ; Score: 0.8719394482861846
Top 38 -> Document ID: paikguqy ; Score: 0.8679042684402752
Top 39 -> Document ID: fjsrg656 ; Score: 0.8644449746592683
Top 40 -> Document ID: dopa8hxy ; Score: 0.8643421133333328
Top 41 -> Document ID: gl65i3s0 ; Score: 0.8641561557223622
Top 42 -> Document ID: klesewbt ; Score: 0.8628164059634595
Top 43 -> Document ID: utn21ce1 ; Score: 0.8619326462664243
Top 44 -> Document ID: fuljgago ; Score: 0.8550634242881759
Top 45 -> Document ID: ipoj13va ; Score: 0.8540223892086771
Top 46 -> Document ID: a3groawt ; Score: 0.851519884122236
Top 47 -> Document ID: 944w4qgq ; Score: 0.8512506569858577
Top 48 -> Document ID: nc05llre ; Score: 0.8493167543522142
Top 49 -> Document ID: ubg3mj4u ; Score: 0.8492184677170165
Top 50 -> Document ID: i98p6e8q ; Score: 0.8476131017465899
Query ID: 31 ; Query: difference between coronavirus and flu
Top 1 -> Document ID: knv0zd26 ; Score: 1.3450904874306748
Top 2 -> Document ID: 602a2xdn ; Score: 1.2253599603824725
Top 3 -> Document ID: gnxbfcod ; Score: 1.1841920386325449
Top 4 -> Document ID: 1z3c2jlo ; Score: 1.1313667446513875
Top 5 -> Document ID: t1qbg7bj ; Score: 1.1179926254260386
Top 6 -> Document ID: 5ugpul3v ; Score: 1.09772960414304
Top 7 -> Document ID: ssa59gng ; Score: 1.092723507615916
Top 8 -> Document ID: i7v9l6ii ; Score: 1.090687411165345
Top 9 -> Document ID: es7q6c90 ; Score: 1.0796002539880052
Top 10 -> Document ID: iu5j3pnl ; Score: 1.0721945130253603
Top 11 -> Document ID: tzb2emm2 ; Score: 1.0443891364458147
Top 12 -> Document ID: 6l02una0 ; Score: 1.0404871851351056
Top 13 -> Document ID: xx4mz5q0 ; Score: 1.020996209492323
Top 14 -> Document ID: qc5stoap ; Score: 1.0062231874221808
Top 15 -> Document ID: 81knkem4 ; Score: 1.0043693446121784
Top 16 -> Document ID: 5tb29n9s ; Score: 0.9739085315884299
Top 17 -> Document ID: lwpzlhw2 ; Score: 0.956792839626607
Top 18 -> Document ID: 080lwu4p ; Score: 0.9531070213269826
Top 19 -> Document ID: u3cz9pv9 ; Score: 0.9528218049338653
Top 20 -> Document ID: x6bryq9d ; Score: 0.9513970673124253
Top 21 -> Document ID: hrb0shhg ; Score: 0.9501348528558083
Top 22 -> Document ID: 9aegg5sd ; Score: 0.9476911735235556
Top 23 -> Document ID: aeogp8c7 ; Score: 0.9452596027783016
Top 24 -> Document ID: jp8y1owf ; Score: 0.9434882930354735
Top 25 -> Document ID: dzmvjh7j ; Score: 0.9361448004885617
Top 26 -> Document ID: hsa107za ; Score: 0.9355632444279245
Top 27 -> Document ID: d2knbzhl ; Score: 0.9355115815447852
Top 28 -> Document ID: 576xiuz8 ; Score: 0.935332113005759
Top 29 -> Document ID: q4ryuyv2 ; Score: 0.9347086765268768
Top 30 -> Document ID: y4n1gqeb ; Score: 0.9266492532905177
Top 31 -> Document ID: 1gsy43a0 ; Score: 0.9262441574127975
Top 32 -> Document ID: yo5ojr0s ; Score: 0.9226858846968231
Top 33 -> Document ID: 0ln9r2nq ; Score: 0.9167935865111634
Top 34 -> Document ID: 5g2hnk1x ; Score: 0.9167461406182552
Top 35 -> Document ID: 0oqcx0az ; Score: 0.9160460747371582
Top 36 -> Document ID: 0dac26xk ; Score: 0.912599098181201
Top 37 -> Document ID: orqlbw9m ; Score: 0.9084286690075861
Top 38 -> Document ID: lhszl8i5 ; Score: 0.9082587499110365
Top 39 -> Document ID: 3zq8l5z0 ; Score: 0.8988921822727967
Top 40 -> Document ID: bvs4fvz6 ; Score: 0.898343070216551
Top 41 -> Document ID: ipoj13va ; Score: 0.8856210094110424
Top 42 -> Document ID: u8wrv913 ; Score: 0.8832400929935025
Top 43 -> Document ID: cn3r6vhi ; Score: 0.8818950804469038
Top 44 -> Document ID: v5sya5to ; Score: 0.8758695271502008
Top 45 -> Document ID: kamw5vyy ; Score: 0.8700248323717403
Top 46 -> Document ID: sprvon1t ; Score: 0.865119751037644
Top 47 -> Document ID: a3groawt ; Score: 0.8643831399777033
Top 48 -> Document ID: ubg3mj4u ; Score: 0.8620469578452209
Top 49 -> Document ID: nx6awlth ; Score: 0.85970256200697
Top 50 -> Document ID: m45lbfub ; Score: 0.8581693988122135
Query ID: 32 ; Query: coronavirus subtypes
Top 1 -> Document ID: 5tb29n9s ; Score: 0.38091411825935595
Top 2 -> Document ID: lwpzlhw2 ; Score: 0.37421984615825504
Top 3 -> Document ID: x6bryq9d ; Score: 0.37210945715690547
Top 4 -> Document ID: aeogp8c7 ; Score: 0.3697089782458615
Top 5 -> Document ID: 602a2xdn ; Score: 0.3660031671289716
Top 6 -> Document ID: d2knbzhl ; Score: 0.36589634205621624
Top 7 -> Document ID: 81knkem4 ; Score: 0.36294274440343377
Top 8 -> Document ID: 5g2hnk1x ; Score: 0.35855682181131304
Top 9 -> Document ID: gnxbfcod ; Score: 0.34356306806372516
Top 10 -> Document ID: ssa59gng ; Score: 0.3384331929364169
Top 11 -> Document ID: sprvon1t ; Score: 0.33836476061852444
Top 12 -> Document ID: knv0zd26 ; Score: 0.33709147308843684
Top 13 -> Document ID: hrb0shhg ; Score: 0.33616627318046316
Top 14 -> Document ID: 08ds967z ; Score: 0.33562410581085206
Top 15 -> Document ID: 9ai2bmqp ; Score: 0.33495754544644696
Top 16 -> Document ID: m7eonmga ; Score: 0.3347271078862061
Top 17 -> Document ID: kwq2y3il ; Score: 0.33463649193710154
Top 18 -> Document ID: jp8y1owf ; Score: 0.33381466041985636
Top 19 -> Document ID: v08cs51n ; Score: 0.3329995364439144
Top 20 -> Document ID: yo5ojr0s ; Score: 0.3321147190162101
Top 21 -> Document ID: 0y8lfjkx ; Score: 0.33010753777118235
Top 22 -> Document ID: 57zdu3o2 ; Score: 0.3280986832644914
Top 23 -> Document ID: xdg5mkum ; Score: 0.3280920838086573
Top 24 -> Document ID: y4n1gqeb ; Score: 0.3278568564113147
Top 25 -> Document ID: a2x1hvkk ; Score: 0.327508688617688
Top 26 -> Document ID: iusv19qd ; Score: 0.3270036593257048
Top 27 -> Document ID: 0dac26xk ; Score: 0.326958116250041
Top 28 -> Document ID: tcz01unx ; Score: 0.3255164234838178
Top 29 -> Document ID: t1iuhx3a ; Score: 0.3243674791333932
Top 30 -> Document ID: ne5r4d4b ; Score: 0.32403100974129156
Top 31 -> Document ID: qp13h0un ; Score: 0.32226063575321034
Top 32 -> Document ID: i6um5iu2 ; Score: 0.32213142186566585
Top 33 -> Document ID: bf1eok3s ; Score: 0.3221200691161345
Top 34 -> Document ID: t1qbg7bj ; Score: 0.32089651200678815
Top 35 -> Document ID: 7ve9gs2a ; Score: 0.32081851998684324
Top 36 -> Document ID: 79v0hdi9 ; Score: 0.31998932456014334
Top 37 -> Document ID: stnjl8f8 ; Score: 0.3186707940233787
Top 38 -> Document ID: gbyyehbu ; Score: 0.3171099778009712
Top 39 -> Document ID: paikguqy ; Score: 0.3156424495295134
Top 40 -> Document ID: fjsrg656 ; Score: 0.3143843615094585
Top 41 -> Document ID: dopa8hxy ; Score: 0.31434695254390693
Top 42 -> Document ID: gl65i3s0 ; Score: 0.31427932283177185
Top 43 -> Document ID: klesewbt ; Score: 0.3137920779695976
Top 44 -> Document ID: utn21ce1 ; Score: 0.31347066916253075
Top 45 -> Document ID: ipoj13va ; Score: 0.31059383930363105
Top 46 -> Document ID: vq462fh2 ; Score: 0.31015167469414157
Top 47 -> Document ID: a3groawt ; Score: 0.3096837195310162
Top 48 -> Document ID: 944w4qgq ; Score: 0.309585806067635
Top 49 -> Document ID: nc05llre ; Score: 0.30888247761698484
Top 50 -> Document ID: ubg3mj4u ; Score: 0.30884673239090643
Query ID: 33 ; Query: coronavirus vaccine candidates
Top 1 -> Document ID: gysf0vbv ; Score: 0.5861719806336657
Top 2 -> Document ID: bb5dnbbt ; Score: 0.5601051101652332
Top 3 -> Document ID: xdg5mkum ; Score: 0.5551497166853658
Top 4 -> Document ID: zpi7uis1 ; Score: 0.5407590171217806
Top 5 -> Document ID: rhhafruq ; Score: 0.5349320067476415
Top 6 -> Document ID: 1v5xisvl ; Score: 0.5267079889729933
Top 7 -> Document ID: 4fehbpjr ; Score: 0.5231522739018194
Top 8 -> Document ID: bdoavpsb ; Score: 0.5155630197444065
Top 9 -> Document ID: fb832hlp ; Score: 0.5108322656638616
Top 10 -> Document ID: tm8fzbue ; Score: 0.5044957721294856
